MonthlyCharges,tenure,TotalCharges,Contract,PaymentMethod,OnlineSecurity,TechSupport,InternetService,Churn
49.65,6,2323,0,0,0,2,0,1
73.6,32,1951,2,3,2,2,0,0
109.75,72,6048,2,3,2,2,1,0
61.45,37,1942,2,1,2,2,0,0
106.4,69,5645,1,1,2,2,1,0
81.9,26,1703,0,0,0,2,0,0
105.2,58,5056,1,1,0,0,1,0
54.6,24,444,1,0,0,2,0,0
20.55,5,6509,1,2,1,1,2,0
20.0,15,2488,0,2,1,1,2,1
19.7,30,4905,2,3,1,1,2,0
66.05,55,2997,1,1,2,2,0,0
34.0,25,6220,0,0,0,0,0,1
92.5,10,6405,0,3,0,2,1,1
54.05,44,2013,2,1,2,2,0,0
58.9,47,2439,1,3,2,2,0,0
88.35,13,412,0,2,0,0,1,1
107.95,49,4424,2,0,0,2,1,1
96.9,64,5106,1,3,2,2,1,0
19.1,1,1477,0,3,1,1,2,0
50.0,20,9,0,3,0,2,0,0
45.4,37,1048,2,2,2,2,0,0
85.45,30,2164,0,2,0,0,1,0
84.1,38,2771,1,0,2,0,0,0
74.45,1,5720,0,3,0,0,1,1
64.75,37,1980,0,2,0,0,0,1
66.25,52,2892,2,1,2,2,0,0
76.9,71,4588,2,1,2,2,0,0
89.8,26,1970,0,2,0,0,1,1
74.6,66,4048,2,1,2,0,0,0
116.95,72,6238,2,1,2,2,1,0
40.65,25,6486,1,1,2,0,0,0
114.35,69,5853,2,0,2,2,1,0
69.7,53,3175,2,0,2,0,0,0
95.5,12,222,1,3,0,0,1,1
98.65,26,2190,0,2,0,2,1,0
61.65,21,718,0,3,0,0,0,0
89.35,1,6300,0,2,0,0,1,0
95.4,48,3771,0,2,2,2,1,0
35.4,26,6497,1,1,2,0,0,0
19.95,60,468,2,3,1,1,2,0
19.25,18,2874,0,3,1,1,2,0
29.65,10,2514,0,2,0,2,0,1
84.5,5,3857,0,2,2,0,1,1
20.4,4,6177,1,3,1,1,2,0
24.75,65,1218,2,1,1,1,2,0
25.35,70,1219,2,3,1,1,2,0
90.7,18,1053,0,1,0,0,1,1
20.0,62,457,2,0,1,1,2,0
59.75,66,3412,2,2,2,0,0,0
82.5,65,4369,2,0,2,2,0,0
70.3,3,1990,0,2,0,0,1,1
20.35,34,5336,0,3,1,1,2,0
90.8,16,820,0,0,0,0,1,0
103.95,54,4668,1,0,2,0,1,1
104.95,50,4375,0,2,0,2,1,0
105.25,71,5659,2,2,0,2,1,0
74.75,10,6009,0,2,0,0,1,1
50.8,1,4235,0,2,0,2,0,1
23.75,18,3618,1,3,1,1,2,0
61.3,4,2134,0,2,0,2,0,0
75.8,58,3755,2,3,2,2,0,0
98.0,56,4412,1,2,2,0,1,0
80.25,2,811,0,2,0,0,1,1
78.9,32,2098,0,2,0,0,1,1
52.0,56,2491,1,3,2,2,0,0
84.75,36,2653,0,2,0,0,1,1
64.4,4,2182,0,3,0,2,0,0
85.45,53,3842,0,0,0,0,1,1
45.8,10,3702,0,1,0,0,0,0
30.5,4,336,0,2,0,2,0,0
19.9,1,1492,0,3,1,1,2,1
69.15,51,3151,0,3,0,0,1,0
99.45,12,370,0,2,0,0,1,1
49.25,6,2207,1,3,0,2,0,0
39.35,63,2032,2,0,0,2,0,0
70.6,1,5513,0,2,0,0,1,1
105.1,48,4295,0,1,0,2,1,0
81.0,5,3331,0,1,0,0,1,1
20.1,35,5179,1,1,1,1,2,0
84.85,6,4383,0,2,0,0,1,1
19.75,2,3339,0,3,1,1,2,0
19.75,50,6507,1,0,1,1,2,0
70.4,33,2052,0,0,0,0,1,0
20.45,31,5143,2,3,1,1,2,0
20.35,9,1509,2,3,1,1,2,0
86.2,54,3851,0,2,0,2,0,0
95.65,46,3945,1,1,2,0,1,0
103.8,34,3004,1,2,2,0,1,0
97.2,71,5459,2,2,2,0,1,0
63.55,63,3429,2,3,2,2,0,0
24.95,51,523,2,0,1,1,2,0
89.15,26,1915,0,2,0,0,1,1
99.0,64,5140,2,0,2,0,1,0
24.8,1,2044,0,2,0,0,0,1
85.55,61,4398,1,0,0,2,1,0
94.0,15,917,0,1,0,0,1,0
105.65,64,5458,1,1,0,2,1,1
50.3,18,6351,0,2,0,0,0,0
95.0,57,4593,1,2,0,0,1,0
61.4,14,6082,2,0,2,0,0,0
80.55,18,754,0,1,0,0,1,0
78.5,72,4641,2,0,2,0,1,0
114.3,70,6110,2,1,2,2,1,0
20.05,38,5733,2,3,1,1,2,0
62.65,68,3714,2,1,2,2,0,0
80.85,13,18,0,2,0,0,1,1
92.7,65,4888,2,1,2,0,1,0
100.45,30,2693,0,2,0,0,1,0
75.2,51,3345,2,0,0,2,0,0
84.75,31,2262,0,1,2,0,1,0
89.45,9,6221,0,2,0,0,1,1
79.5,72,4682,2,0,2,2,0,0
72.15,10,5991,0,1,0,0,0,1
19.8,37,5474,1,2,1,1,2,0
76.4,2,1057,0,2,0,2,0,1
100.9,55,4605,1,3,2,0,1,0
95.3,33,2851,0,0,2,0,1,0
90.95,46,3613,1,0,0,2,1,0
54.5,1,4488,0,2,2,2,0,0
61.6,20,325,0,3,0,0,0,1
79.9,9,5734,0,2,0,0,1,1
96.15,32,2616,0,1,0,0,1,1
49.6,19,6472,0,0,0,0,0,0
65.3,70,4030,2,1,2,2,0,1
25.0,61,898,2,1,1,1,2,0
45.45,26,425,0,2,0,0,0,0
107.75,45,4124,0,0,0,0,1,0
89.1,62,4502,2,1,0,0,1,0
19.65,1,1487,0,3,1,1,2,1
44.75,3,878,0,3,0,0,0,0
101.6,41,3363,1,0,2,0,1,0
103.15,67,5439,2,0,0,2,1,0
84.65,1,6176,0,3,0,0,1,1
95.65,71,5413,1,3,2,0,1,0
75.1,37,2309,1,0,2,0,0,0
61.35,60,3231,2,3,2,2,0,0
69.55,1,5447,0,2,0,0,1,1
19.7,6,528,0,1,1,1,2,0
31.05,13,3001,0,2,0,0,0,1
51.0,11,4788,0,0,2,0,0,0
51.0,7,3065,0,3,2,0,0,1
88.85,10,6389,0,2,0,0,1,0
20.05,34,5369,2,1,1,1,2,0
65.1,62,3291,2,3,2,2,0,0
70.15,64,3800,1,3,0,2,0,0
44.35,1,3740,0,0,0,0,0,1
20.75,25,4218,2,3,1,1,2,0
56.05,26,991,1,3,0,0,0,0
19.95,10,1808,1,0,1,1,2,0
98.6,53,4444,1,3,2,0,1,0
79.7,7,4816,0,2,0,0,1,1
79.0,33,2233,0,1,0,0,1,0
89.45,71,5177,2,1,0,0,1,0
74.2,29,1603,0,2,0,0,1,0
81.0,24,1522,0,0,2,2,0,0
49.6,20,6417,0,2,0,0,0,0
84.6,1,6175,0,2,0,0,1,0
55.0,54,2690,0,1,0,0,0,1
84.85,5,3547,0,3,0,0,1,1
84.2,72,4904,2,0,2,2,0,0
106.3,52,4553,2,2,2,2,1,0
69.05,9,5212,0,2,0,0,1,0
45.4,1,3818,0,3,0,0,0,0
73.65,1,5669,0,2,0,0,1,1
73.9,33,2051,1,3,0,2,0,1
77.75,55,3784,0,2,0,0,1,1
99.35,69,5412,2,2,0,2,1,0
50.75,1,4234,0,3,2,0,0,0
87.1,54,4004,2,0,2,2,0,0
20.15,33,5390,1,3,1,1,2,0
98.7,45,3852,1,0,0,2,1,0
25.2,11,2789,0,2,0,0,0,0
55.7,6,2907,0,0,2,0,0,0
65.35,21,783,0,0,2,0,0,0
25.3,65,1269,2,0,1,1,2,0
84.35,6,4009,0,2,0,0,1,1
84.95,8,5302,0,2,2,0,1,1
73.85,11,6381,0,2,0,2,1,1
24.25,43,150,2,3,1,1,2,0
51.8,49,2195,1,0,0,0,0,1
46.0,1,3904,0,2,0,0,0,1
79.4,15,293,0,2,0,0,1,1
60.5,60,3187,2,0,2,0,0,0
25.1,17,3272,0,1,0,0,0,0
71.8,16,313,0,0,0,0,1,1
20.05,35,5754,1,0,1,1,2,0
88.4,44,3350,1,3,0,0,1,1
30.25,12,3172,1,1,0,2,0,0
20.2,1,1610,0,3,1,1,2,0
59.9,28,1139,1,2,2,2,0,0
25.15,70,1545,2,0,1,1,2,0
46.0,5,1844,0,3,0,0,0,1
101.3,18,1334,0,1,0,0,1,0
76.95,70,4420,2,1,2,2,0,0
55.3,9,4241,0,3,0,0,0,0
92.45,67,5011,2,0,2,2,1,0
48.45,1,4050,0,0,2,0,0,0
19.35,18,2683,2,3,1,1,2,0
51.75,4,1636,0,1,0,0,0,1
86.7,71,5035,1,0,2,0,1,0
94.4,30,2451,0,2,2,0,1,1
55.7,1,4566,0,3,2,0,0,0
84.25,55,3897,1,1,2,0,1,0
64.65,59,3215,0,2,0,2,0,0
70.15,1,5504,0,3,0,0,1,1
69.2,7,4037,0,0,0,0,1,0
54.65,45,2211,2,0,2,2,0,0
24.75,54,624,1,0,1,1,2,0
23.95,51,396,1,3,1,1,2,0
105.0,72,5814,1,1,0,0,1,0
59.85,44,2255,1,0,2,2,0,0
20.05,2,3589,0,3,1,1,2,0
92.15,66,4952,1,0,0,0,1,0
44.8,68,2579,1,3,2,0,0,0
20.9,31,5434,2,1,1,1,2,0
95.4,21,1659,0,0,0,0,1,0
80.35,21,1267,0,2,2,0,1,0
85.1,55,3941,2,0,2,2,0,0
34.7,9,2554,0,1,0,0,0,1
115.05,71,6030,2,0,2,2,1,0
81.1,1,6057,0,2,0,0,1,1
19.95,22,3683,1,3,1,1,2,0
20.55,1,1617,0,3,1,1,2,1
106.6,61,5174,2,2,0,2,1,1
86.15,67,4828,2,0,0,2,0,0
78.85,14,86,0,2,2,0,1,0
106.75,59,5068,0,2,2,2,1,1
86.55,21,1421,0,0,0,0,1,0
42.4,4,847,0,3,2,2,0,0
89.45,3,2046,0,2,0,0,1,1
24.25,70,1229,2,0,1,1,2,0
97.9,3,2738,0,2,0,2,1,1
20.5,21,3649,1,0,1,1,2,0
19.6,20,3082,0,1,1,1,2,0
20.25,22,4122,1,0,1,1,2,0
55.7,1,4566,0,3,0,0,0,1
20.6,63,543,2,3,1,1,2,0
19.8,70,684,2,0,1,1,2,0
79.8,13,6492,0,2,0,0,1,1
80.2,5,3286,0,2,0,0,1,0
116.4,72,6225,2,1,2,2,1,0
31.65,13,3333,0,2,0,0,0,0
94.15,61,4736,0,1,0,2,1,0
20.65,1,1619,0,2,1,1,2,0
76.85,56,3640,0,0,0,2,1,0
20.15,4,6174,0,3,1,1,2,0
55.25,35,1523,2,3,2,0,0,0
39.05,18,5311,0,2,0,0,0,1
82.15,72,4770,2,0,0,0,0,0
103.0,49,4339,1,0,2,2,1,0
95.1,44,3472,0,1,2,2,1,0
83.9,3,2324,0,3,0,2,1,1
95.15,37,3062,0,2,0,0,1,0
79.8,61,4163,1,2,0,0,0,0
74.8,70,4446,2,1,2,2,0,0
69.85,1,5453,0,2,0,0,1,1
20.45,41,5891,0,2,1,1,2,0
78.35,70,4526,1,0,2,2,0,0
53.55,1,4433,0,3,0,0,0,1
19.1,51,15,1,2,1,1,2,0
20.0,42,6149,2,3,1,1,2,0
93.9,70,5249,2,0,2,2,1,1
19.95,48,11,1,0,1,1,2,0
113.15,68,5940,2,2,2,2,1,1
24.0,48,341,2,1,1,1,2,0
84.95,26,1783,0,2,0,0,1,1
80.5,11,6316,0,0,0,0,1,1
19.3,1,1481,0,3,1,1,2,1
19.15,27,4242,1,3,1,1,2,0
91.3,46,3520,1,0,0,0,1,0
49.65,1,4142,0,3,0,0,0,1
54.35,46,2112,2,1,0,2,0,1
19.15,25,4038,0,3,1,1,2,0
88.45,4,3193,0,2,0,0,1,1
19.75,13,2297,2,3,1,1,2,0
75.5,31,2072,1,1,2,2,0,0
83.75,23,1411,0,2,0,0,1,0
19.4,2,4981,0,3,1,1,2,0
26.5,65,1195,2,0,1,1,2,0
90.5,22,1511,0,0,0,2,1,1
19.15,55,6527,1,1,1,1,2,0
94.85,9,6307,0,3,0,2,1,1
69.95,7,4421,0,0,0,0,1,1
40.9,35,693,1,3,0,2,0,0
80.25,6,4180,2,3,2,2,0,0
48.6,1,4052,0,1,2,0,0,1
70.8,17,378,0,2,0,0,1,0
60.2,10,4663,0,3,0,0,0,0
55.2,15,6248,1,1,0,2,0,0
55.8,40,1739,0,2,2,0,0,1
54.15,13,5526,1,0,2,2,0,0
80.15,29,1904,0,0,0,0,1,1
75.5,3,1826,0,2,0,0,1,1
100.4,58,4747,0,0,0,2,1,0
62.55,45,2423,1,1,2,2,0,0
70.45,72,4338,2,0,2,2,0,0
85.5,68,4701,1,0,2,0,1,0
20.2,1,1610,0,0,1,1,2,1
54.5,38,1700,0,2,2,0,0,0
20.75,2,3738,0,3,1,1,2,0
20.35,11,1767,0,3,1,1,2,0
91.0,20,1427,1,0,0,0,1,0
104.8,72,5758,2,0,0,0,1,0
74.75,3,1930,0,1,0,0,1,1
104.05,23,2121,0,3,0,2,1,1
51.1,40,1721,0,2,0,2,0,0
89.8,62,4661,0,0,0,0,1,0
20.55,22,3972,0,2,1,1,2,0
64.05,11,5685,0,0,2,0,0,0
74.85,7,4091,0,2,0,0,1,0
96.65,13,446,0,2,2,0,1,1
20.05,1,1607,0,3,1,1,2,1
103.45,39,3411,0,2,0,0,1,1
25.0,3,5908,0,3,0,0,0,0
20.3,58,258,2,1,1,1,2,0
26.35,6,1394,0,3,1,1,2,0
19.9,1,1492,0,2,1,1,2,1
54.7,22,333,0,3,0,0,0,0
46.35,14,5299,0,2,0,0,0,1
90.25,64,4660,1,1,0,0,1,0
19.95,1,1493,0,2,1,1,2,1
20.65,6,175,0,3,1,1,2,0
79.6,1,5970,0,2,0,0,1,1
25.45,39,6463,1,0,1,1,2,0
19.5,20,3447,1,3,1,1,2,0
75.9,1,5778,0,2,0,2,1,1
76.2,1,5821,0,2,0,0,1,1
66.15,64,3731,1,1,2,0,0,0
19.25,1,1480,0,3,1,1,2,1
69.1,46,2750,0,1,0,0,0,0
39.1,28,192,1,2,0,0,0,0
20.05,33,5310,0,3,1,1,2,0
59.8,39,1978,1,2,2,0,0,0
84.3,42,3107,0,2,0,2,1,1
48.6,1,4052,0,2,0,0,0,0
79.0,7,4373,0,2,0,0,1,1
105.35,70,5784,2,1,2,0,1,0
25.1,65,1230,2,0,1,1,2,0
49.75,1,4144,0,2,2,0,0,0
94.75,18,1191,0,2,0,0,1,0
93.0,24,1881,0,2,0,0,1,0
71.9,63,3799,2,0,2,2,0,0
77.55,44,3005,1,3,0,0,0,0
19.85,4,5089,0,2,1,1,2,0
70.25,1,5506,0,2,0,0,1,1
95.25,37,2879,0,2,0,0,1,0
84.6,10,6253,0,1,0,0,1,1
25.05,34,6218,0,0,0,0,0,0
53.15,35,1532,1,1,2,0,0,0
20.15,4,6345,0,2,1,1,2,0
101.25,39,3373,0,2,0,2,1,0
100.55,43,3665,1,0,0,0,1,0
24.1,17,3488,0,3,1,1,2,1
25.3,61,995,2,0,1,1,2,0
71.8,49,3006,1,2,2,0,0,0
19.7,4,316,1,3,1,1,2,0
49.85,64,2795,2,2,0,2,0,0
69.6,3,1694,0,3,0,0,1,0
19.75,1,1489,0,2,1,1,2,0
80.8,40,2725,1,2,0,0,1,0
60.0,1,4910,0,2,2,2,0,1
86.55,8,5205,0,2,0,0,1,1
20.85,1,1623,0,3,1,1,2,1
64.2,34,1736,1,0,0,2,0,0
35.0,1,3028,0,2,0,0,0,0
50.75,39,1641,0,2,0,0,0,1
105.5,58,5048,1,1,2,2,1,1
19.2,45,6334,2,2,1,1,2,0
85.15,6,4260,0,0,2,0,1,1
90.65,43,3321,1,1,2,2,1,0
20.0,41,6281,2,3,1,1,2,0
74.65,5,3279,0,2,0,0,1,0
61.2,72,3728,2,1,2,2,0,0
19.95,4,5376,1,3,1,1,2,0
54.8,9,3848,0,3,0,2,0,0
73.45,72,4452,2,1,0,0,0,0
51.45,33,1281,1,3,0,2,0,0
80.45,72,4738,2,0,2,0,1,0
54.2,22,289,0,2,2,2,0,1
109.5,70,5856,1,2,0,2,1,1
104.4,21,1773,0,2,0,0,1,1
85.3,15,403,0,2,0,0,1,0
79.3,29,2057,0,2,0,2,1,0
76.5,15,292,0,0,0,2,0,0
105.1,71,5797,0,1,2,0,1,1
25.4,72,1356,2,0,1,1,2,0
86.85,19,1013,0,2,0,0,1,0
19.65,1,1487,0,3,1,1,2,0
75.7,1,5775,0,2,0,0,1,1
45.55,2,6173,0,2,0,0,0,0
78.1,11,6249,0,1,0,0,1,0
19.3,12,1920,1,3,1,1,2,0
110.5,70,5893,2,2,0,2,1,0
90.8,20,1554,0,2,0,0,1,1
20.3,23,3983,0,0,1,1,2,0
81.35,49,3473,2,1,2,2,0,0
97.95,4,3287,0,2,0,0,1,1
108.15,32,2973,0,1,2,2,1,1
55.3,2,158,0,2,0,0,0,0
56.55,69,3377,2,1,2,0,0,0
80.5,6,3927,0,1,0,0,1,1
19.7,24,4186,2,3,1,1,2,0
104.05,32,2960,1,1,0,0,1,0
52.85,27,900,2,0,2,0,0,0
104.3,27,2473,0,0,2,2,1,1
80.65,58,4062,0,0,0,2,1,0
71.35,1,5569,0,3,0,0,1,1
24.65,18,3987,2,1,1,1,2,0
21.3,47,81,2,0,1,1,2,0
110.2,70,5861,2,2,0,2,1,0
89.4,13,259,0,2,0,2,1,1
51.05,36,1367,0,1,2,0,0,0
19.8,67,570,2,3,1,1,2,0
19.9,10,1594,0,3,1,1,2,0
87.3,19,1108,0,2,2,0,1,0
19.85,71,592,2,0,1,1,2,0
89.4,72,5141,2,3,2,2,0,0
20.0,48,6408,2,3,1,1,2,0
20.05,1,1607,0,3,1,1,2,0
83.25,18,1072,0,2,2,2,0,0
20.6,1,1618,0,3,1,1,2,1
102.9,67,5493,2,0,0,2,1,0
39.1,69,2407,2,3,2,2,0,0
99.95,19,1534,0,2,0,0,1,1
114.5,72,6150,2,3,2,2,1,0
20.2,38,5696,2,3,1,1,2,0
55.8,40,1925,1,2,0,0,0,0
24.2,61,826,2,3,1,1,2,0
81.0,10,6090,0,1,0,0,1,1
72.8,32,1968,1,1,2,2,0,0
99.85,21,1599,0,1,0,0,1,0
99.5,59,4832,1,2,0,0,1,0
70.15,13,6358,0,2,0,0,1,1
20.25,47,63,2,1,1,1,2,0
26.0,69,1336,2,0,1,1,2,0
19.9,2,2863,0,1,1,1,2,0
19.05,22,3867,0,0,1,1,2,0
96.5,15,717,0,2,2,0,1,0
19.85,53,95,2,1,1,1,2,0
25.7,28,5690,0,3,1,1,2,0
20.3,22,4021,1,3,1,1,2,0
70.15,1,5504,0,3,0,0,1,1
91.55,16,977,0,2,0,2,1,0
39.4,48,1581,2,3,2,2,0,0
105.7,30,2765,0,0,2,2,1,0
70.25,3,1933,0,2,0,0,1,0
93.75,57,4659,2,2,2,2,1,0
96.55,68,5252,1,1,2,0,1,1
60.0,23,634,1,0,0,2,0,0
59.8,65,3265,2,1,0,2,0,0
90.65,44,3397,1,0,0,0,1,0
109.0,71,5852,2,0,2,0,1,0
68.1,37,2127,1,1,2,2,0,0
20.4,12,2312,0,3,1,1,2,0
81.95,69,4640,2,0,0,2,0,0
60.55,35,1590,0,2,2,0,0,0
65.6,5,2938,0,0,0,2,0,0
82.5,58,4077,2,0,0,0,1,0
82.3,72,4898,2,0,2,2,0,0
68.15,72,4064,2,3,2,2,0,0
20.3,1,1612,0,1,1,1,2,0
95.55,39,3186,1,2,2,2,1,1
20.2,53,131,1,1,1,1,2,0
89.2,27,2020,0,2,0,2,1,0
69.65,1,5449,0,2,0,0,1,1
89.3,1,6299,0,2,0,0,1,1
74.8,18,806,0,2,2,0,1,0
20.2,46,6361,2,3,1,1,2,0
84.4,72,4979,2,1,2,2,0,0
87.55,36,2670,0,2,0,2,1,1
25.15,4,6512,0,2,0,0,0,0
19.8,25,4022,2,1,1,1,2,0
50.85,40,1670,0,2,0,0,0,0
102.4,63,5183,0,2,0,0,1,0
96.3,15,791,0,3,2,2,1,1
55.5,14,5854,0,1,0,0,0,0
109.75,72,5989,2,0,0,2,1,0
106.4,39,3457,0,2,2,0,1,0
60.0,47,2404,2,1,2,0,0,0
88.8,19,1159,0,1,2,2,1,0
85.2,5,4008,0,2,0,0,1,1
35.1,13,3788,0,2,0,0,0,1
80.05,17,628,0,0,0,0,1,0
75.55,34,2074,0,2,0,0,1,0
49.55,42,1702,0,2,0,0,0,0
81.3,5,3556,0,2,0,0,1,1
23.9,71,1147,2,1,1,1,2,0
66.4,19,521,0,0,2,0,0,0
19.6,2,3035,0,2,1,1,2,1
18.8,57,187,2,1,1,1,2,0
108.4,72,5878,2,2,0,2,1,0
85.95,6,4325,0,3,0,0,1,0
85.45,17,837,0,2,0,0,1,1
80.9,61,4184,2,0,0,0,0,0
71.0,1,5564,0,2,0,0,1,1
111.8,48,4525,2,1,2,2,1,0
20.6,16,2866,0,1,1,1,2,0
85.05,9,5753,0,2,0,0,1,1
44.6,3,405,0,2,0,0,0,0
44.4,1,3741,0,2,0,0,0,1
105.1,65,5282,2,1,0,0,1,0
115.15,70,6115,2,1,2,2,1,0
59.8,60,3084,1,3,2,0,0,0
26.3,69,1289,1,2,1,1,2,0
70.55,35,2061,0,2,0,0,1,0
20.05,22,3982,0,3,1,1,2,0
79.85,66,4388,2,0,0,0,0,0
70.3,1,5507,0,2,0,0,1,1
79.35,1,5966,0,0,0,0,1,1
90.05,34,2694,0,1,0,0,1,0
24.45,72,1205,2,0,1,1,2,0
59.95,31,1409,1,2,2,2,0,0
25.35,30,5633,1,0,1,1,2,0
90.8,9,6053,0,0,0,0,1,1
70.45,20,870,0,2,0,0,1,1
34.3,19,4763,0,1,0,0,0,0
105.05,65,5461,0,2,2,0,1,0
19.3,30,4930,2,3,1,1,2,0
19.15,6,438,1,3,1,1,2,0
51.4,2,6468,0,2,0,0,0,0
71.85,53,3276,0,2,2,2,0,0
75.4,7,4454,0,2,0,0,1,0
49.7,61,2557,1,0,2,0,0,0
45.25,70,2840,1,2,0,0,0,1
78.75,13,6521,0,2,2,0,0,0
81.6,35,2440,1,0,0,0,1,0
70.4,2,975,0,1,0,0,1,0
75.8,3,2108,0,2,0,0,1,1
76.1,3,2227,0,2,0,0,1,0
94.0,62,4752,1,0,0,0,1,0
103.95,72,5785,2,1,2,2,1,0
19.95,63,430,2,0,1,1,2,0
71.3,20,704,0,1,0,0,1,1
110.8,35,3283,1,0,2,2,1,0
69.1,21,873,0,2,0,0,1,1
96.1,62,4918,1,2,2,0,1,0
48.8,15,5625,0,3,0,0,0,0
50.55,55,2447,0,1,2,0,0,0
44.65,11,3994,0,3,0,0,0,0
88.25,17,851,0,2,0,0,1,1
19.45,61,608,1,0,1,1,2,0
89.3,71,5150,2,1,2,2,0,0
70.0,2,955,0,0,0,0,1,1
19.25,35,5357,2,3,1,1,2,0
70.5,17,309,0,0,0,0,1,0
97.35,21,1746,0,2,0,0,1,1
19.65,47,6375,2,0,1,1,2,0
20.85,3,5621,0,3,1,1,2,0
19.65,3,5377,0,3,1,1,2,0
19.35,44,6197,2,1,1,1,2,0
44.0,1,3734,0,3,0,0,0,0
94.4,44,3650,1,2,0,0,1,0
25.9,5,638,0,0,1,1,2,1
55.65,24,734,0,0,2,0,0,1
69.65,1,5449,0,2,0,0,1,1
75.4,18,689,0,2,2,0,1,0
100.6,10,120,0,2,0,0,1,1
71.0,65,3724,2,0,2,0,0,0
86.0,1,6239,0,2,0,0,1,1
106.95,53,4771,1,1,2,0,1,1
21.2,3,4354,1,3,1,1,2,0
61.05,33,1648,2,3,2,2,0,0
29.6,3,5967,0,2,0,0,0,1
79.95,34,2370,1,0,2,2,0,0
19.7,14,2279,2,3,1,1,2,0
20.3,13,2388,0,3,1,1,2,0
59.9,46,2441,1,0,0,2,0,1
24.35,23,4480,1,3,1,1,2,0
19.75,47,6437,2,3,1,1,2,0
50.3,17,6195,0,3,2,0,0,0
95.6,49,4043,0,2,0,0,1,1
50.25,59,2590,0,2,0,0,0,0
85.35,69,4838,2,1,2,2,0,0
41.6,11,3983,1,2,0,0,0,1
51.65,10,4393,0,3,2,0,0,0
24.0,12,2341,2,0,1,1,2,0
100.85,45,4010,0,1,0,0,1,1
59.85,39,1975,0,3,0,0,0,0
25.45,71,1323,2,1,1,1,2,0
23.9,71,1099,2,1,1,1,2,0
24.15,33,6025,1,1,1,1,2,0
75.7,67,4281,0,3,0,0,1,0
40.2,37,832,0,0,2,0,0,1
84.5,49,3626,0,2,0,0,1,1
50.85,9,3942,0,3,0,0,0,0
91.6,52,3925,2,1,2,2,1,0
98.9,70,5397,1,2,0,0,1,0
85.0,1,6206,0,2,0,0,1,0
78.95,14,199,0,2,0,0,1,1
44.3,1,3739,0,3,0,0,0,0
20.2,1,1610,0,3,1,1,2,1
80.2,52,3651,1,3,0,0,1,0
60.9,6,3535,0,3,0,0,0,0
34.2,7,2216,0,3,2,0,0,0
85.2,47,3391,0,0,0,0,1,1
87.15,26,1909,1,1,2,2,1,0
54.3,25,540,0,2,2,2,0,0
19.1,69,492,2,3,1,1,2,0
112.75,72,6097,2,1,2,2,1,0
19.95,4,4843,0,3,1,1,2,0
19.5,59,282,2,3,1,1,2,0
65.55,67,3705,2,0,2,0,0,0
78.8,26,1631,0,2,0,0,1,0
78.2,27,1704,1,3,0,2,0,0
105.25,72,5828,2,0,2,0,1,0
89.25,6,4112,0,2,0,2,1,0
20.65,62,400,2,1,1,1,2,0
68.7,20,766,1,2,0,2,0,0
78.65,6,4079,0,1,2,2,0,0
24.75,51,429,2,3,1,1,2,0
19.75,61,571,2,1,1,1,2,0
89.1,62,4653,0,2,2,0,1,0
84.7,72,5036,2,0,2,2,1,0
98.0,13,435,0,2,0,0,1,1
94.45,5,4211,0,2,0,0,1,1
105.0,3,2542,0,2,0,0,1,1
93.85,26,2019,0,2,0,0,1,1
59.9,13,5948,0,2,0,0,0,0
19.95,38,5808,2,3,1,1,2,0
84.0,8,5003,0,2,0,0,1,1
108.9,34,3133,0,2,0,2,1,0
33.6,18,4569,0,3,2,0,0,0
85.85,56,4047,1,3,0,2,1,0
34.85,36,490,0,0,0,2,0,0
48.75,9,3756,0,2,0,0,0,1
84.85,1,6179,0,2,0,0,1,1
56.65,12,5231,0,3,2,2,0,1
95.3,57,4614,0,1,0,2,1,0
73.9,42,2743,1,1,2,2,0,1
24.5,33,5727,2,3,1,1,2,1
84.6,70,4708,2,0,2,2,1,0
44.95,68,2677,0,2,0,2,0,0
24.7,1,2042,0,2,0,0,0,0
100.3,37,3069,0,1,0,2,1,0
25.45,4,6171,0,3,1,1,2,0
50.7,1,4233,0,3,2,0,0,0
55.0,20,308,0,1,2,2,0,0
68.4,72,4095,2,0,2,2,0,0
89.9,31,2433,0,2,0,0,1,1
78.55,18,776,0,2,0,0,1,1
55.05,11,4968,0,0,0,0,0,0
19.8,33,5165,2,1,1,1,2,0
84.45,62,4197,1,2,0,0,1,0
35.9,1,3036,0,3,0,2,0,0
80.75,16,586,0,0,2,0,1,0
78.65,22,1148,1,3,0,2,0,0
61.75,49,2629,0,0,2,2,0,0
63.7,36,1805,1,1,2,0,0,0
99.45,42,3532,0,2,0,2,1,1
25.2,4,37,0,0,0,0,0,1
74.05,12,6271,1,3,0,2,0,1
87.6,31,2368,0,2,2,2,1,0
89.15,5,3522,0,2,2,0,1,0
20.0,66,674,2,1,1,1,2,0
55.0,15,5811,0,1,0,2,0,1
104.4,64,5313,2,0,0,0,1,0
20.05,10,1793,0,1,1,1,2,0
89.75,7,4970,0,2,0,2,1,1
34.3,29,12,0,2,0,2,0,0
20.65,57,239,2,0,1,1,2,0
84.25,46,3292,0,3,2,0,1,0
19.65,53,6496,2,0,1,1,2,0
79.85,17,699,1,1,2,2,0,0
20.2,38,5752,2,3,1,1,2,0
19.8,15,2641,1,3,1,1,2,0
50.35,22,195,0,2,0,0,0,0
85.15,14,268,0,2,0,0,1,1
